,0,1,2,3,4
0,0.0,0.38580716,0.6878094,0.48853585,0.11755267
1,0.13983892,0.0,0.189835,0.08916341,0.5220878
2,0.17731914,0.3505389,0.0,0.429144,0.24332
3,0.17325796,0.15920122,0.13566521,0.0,0.45657277
4,0.11391848,0.0776629,0.21064693,0.3903315,0.0
