c_teacher,e_teacher
0.7061364,0.5337337
0.44567496,0.3714565
0.4339471,0.46845955
0.38367662,0.41791514
0.5450729,0.44612053
0.7770808,0.48177767
0.550873,0.39346734
0.4968394,0.5524084
0.5062854,0.56352997
0.41968092,0.47828764
0.43774557,0.5154652
0.38713092,0.6597084
0.46576458,0.4069466
0.38828164,0.6322349
0.5684394,0.4695905
0.4738347,0.390168
0.52654916,0.4818119
0.45220956,0.49150994
0.47456935,0.54385346
0.41968092,0.47828764
0.37556708,0.74445486
0.7801331,0.39306596
0.5680937,0.37359065
0.46229807,0.53514326
0.37343508,0.56079614
0.489941,0.44913718
0.59106547,0.36936823
0.4212511,0.63058347
0.38713092,0.6597084
0.46109915,0.5355842
0.4968394,0.5524084
0.38367662,0.41791514
0.39598024,0.4924467
0.5450729,0.44612053
0.7118886,0.5655637
0.4212511,0.63058347
0.47373316,0.7174048
0.5470419,0.47319883
0.82001203,0.4997278
0.42010552,0.40449482
0.47859538,0.45592928
0.49575403,0.46336353
0.48795196,0.6016634
0.5450729,0.44612053
0.7061364,0.5337337
0.38713092,0.6597084
0.41789448,0.47056392
0.4968394,0.5524084
0.53533655,0.6192361
0.5062854,0.56352997
0.49469683,0.49972123
0.5450729,0.44612053
0.49068633,0.50974554
0.45220956,0.49150994
0.41968092,0.47828764
0.4577496,0.50185394
0.41947472,0.65754056
0.47456935,0.54385346
0.37556708,0.74445486
0.37454587,0.5083095
0.5450729,0.44612053
0.5810985,0.5589901
0.52340066,0.5493717
0.35274372,0.5166871
0.35202748,0.63746536
0.706236,0.55135643
0.5544171,0.5719474
0.38713092,0.6597084
0.50920385,0.6598244
0.5223546,0.5807591
0.47456935,0.54385346
0.509767,0.51096404
0.71017694,0.45584032
0.46109915,0.5355842
0.5047858,0.50268507
0.47456935,0.54385346
0.37556708,0.74445486
0.56499624,0.45521688
0.5450729,0.44612053
0.38713092,0.6597084
0.47456935,0.54385346
0.4968394,0.5524084
0.38367662,0.41791514
0.5450729,0.44612053
0.38367662,0.41791514
0.38297874,0.48921916
0.40743703,0.6743888
0.5450729,0.44612053
0.57019687,0.6358021
0.45220956,0.49150994
0.51217645,0.4817318
0.5697354,0.6324413
0.47456935,0.54385346
0.38713092,0.6597084
0.52654916,0.4818119
0.45745182,0.6489924
0.41968092,0.47828764
0.55597657,0.6577725
0.4861861,0.48458725
0.7061364,0.5337337
0.82001203,0.4997278
0.5696703,0.35020182
0.4968394,0.5524084
0.41789448,0.47056392
0.41635033,0.6461507
0.4968394,0.5524084
0.50975394,0.38067785
0.41968092,0.47828764
0.42010552,0.40449482
0.52654916,0.4818119
0.53242755,0.5652706
0.49575403,0.46336353
0.5450729,0.44612053
0.5450729,0.44612053
0.614231,0.4492178
0.44567496,0.3714565
0.4736,0.5466513
0.56703675,0.4487912
0.52654916,0.4818119
0.56499624,0.45521688
0.4212511,0.63058347
0.59106547,0.36936823
0.5450729,0.44612053
0.3714415,0.6163149
0.35130167,0.5200335
0.46576458,0.4069466
0.47456935,0.54385346
0.40743703,0.6743888
0.6728571,0.6477941
0.7118886,0.5655637
0.547607,0.61181825
0.5470419,0.47319883
0.82001203,0.4997278
0.4212511,0.63058347
0.38713092,0.6597084
0.38713092,0.6597084
0.36426952,0.5294378
0.50920385,0.6598244
0.49469683,0.49972123
0.43884778,0.5254786
0.47859538,0.45592928
0.43969637,0.4950131
0.550873,0.39346734
0.41968092,0.47828764
0.4968394,0.5524084
0.5062854,0.56352997
0.52340066,0.5493717
0.62839717,0.631105
0.5450729,0.44612053
0.45682153,0.51694304
0.44037187,0.61144245
0.38713092,0.6597084
0.42924035,0.4139864
0.48437533,0.5441327
0.55697656,0.6490588
0.43969637,0.4950131
0.5450729,0.44612053
0.3978551,0.6589783
0.37343508,0.56079614
0.4212511,0.63058347
0.5490703,0.7500916
0.42010552,0.40449482
0.6347391,0.49489397
0.5470419,0.47319883
0.4390809,0.5145003
0.6997135,0.54835135
0.38713092,0.6597084
0.6881639,0.5704405
0.509767,0.51096404
0.5450729,0.44612053
0.37343508,0.56079614
0.5810985,0.5589901
0.46188405,0.5145389
0.46229807,0.53514326
0.37343508,0.56079614
0.38595736,0.6647571
0.6881639,0.5704405
0.4557589,0.6185433
0.57019687,0.6358021
0.4470438,0.52023304
0.5258844,0.54847264
0.5522921,0.6087655
0.4600581,0.615148
0.4577496,0.50185394
0.50975394,0.38067785
0.4212511,0.63058347
0.5400102,0.4578365
0.5336365,0.4603897
0.4776258,0.56231
0.39130816,0.65250283
0.5450729,0.44612053
0.4212511,0.63058347
0.62839717,0.631105
0.6347391,0.49489397
0.7770808,0.48177767
0.38713092,0.6597084
0.4212511,0.63058347
0.4808713,0.5360047
0.56020826,0.39557636
0.489941,0.44913718
0.38713092,0.6597084
0.47456935,0.54385346
0.4890905,0.44964942
0.37556708,0.74445486
0.37556708,0.74445486
0.55930924,0.4438695
0.49575403,0.46336353
0.37343508,0.56079614
0.41968092,0.47828764
0.82001203,0.4997278
0.4212511,0.63058347
0.38713092,0.6597084
0.44373527,0.6048175
0.5450729,0.44612053
0.49469683,0.49972123
0.4937719,0.66815674
0.46109915,0.5355842
0.509767,0.51096404
0.7577623,0.6216138
0.47859538,0.45592928
0.4968394,0.5524084
0.37343508,0.56079614
0.47657728,0.5743796
0.35498118,0.62151855
0.49575403,0.46336353
0.7118886,0.5655637
0.56529593,0.6478674
0.706236,0.55135643
0.67635435,0.51174206
0.3978551,0.6589783
0.547607,0.61181825
0.53242755,0.5652706
0.37268063,0.6327843
0.57019687,0.6358021
0.7240837,0.62029356
0.4856299,0.5751281
0.5047858,0.50268507
0.47657728,0.5743796
0.4212511,0.63058347
0.5450729,0.44612053
0.5549703,0.54408467
0.38713092,0.6597084
0.7061364,0.5337337
0.38713092,0.6597084
0.46172118,0.6482167
0.56020826,0.39557636
0.5719683,0.66525185
0.44567496,0.3714565
0.37343508,0.56079614
0.5629569,0.6705971
0.55880183,0.5672361
0.4177286,0.4737911
0.42010552,0.40449482
0.59106547,0.36936823
0.3841047,0.47806963
0.4212511,0.63058347
0.49068633,0.50974554
0.49469683,0.49972123
0.4738347,0.390168
0.38713092,0.6597084
0.71017694,0.45584032
0.44567496,0.3714565
0.41968092,0.47828764
0.4577496,0.50185394
0.49068633,0.50974554
0.5422215,0.39386716
0.5680937,0.37359065
0.7061364,0.5337337
0.42924035,0.4139864
0.52845436,0.5200217
0.38713092,0.6597084
0.43969637,0.4950131
0.46109915,0.5355842
0.36426952,0.5294378
0.41968092,0.47828764
0.56020826,0.39557636
0.5258844,0.54847264
0.4805323,0.6679687
0.49469683,0.49972123
0.46576458,0.4069466
0.47859538,0.45592928
0.4351896,0.37479964
0.55930924,0.4438695
0.5062854,0.56352997
0.37556708,0.74445486
0.49575403,0.46336353
0.38713092,0.6597084
0.3542225,0.5793249
0.40743703,0.6743888
0.37454587,0.5083095
0.38241616,0.4437811
0.41968092,0.47828764
0.41968092,0.47828764
0.41968092,0.47828764
0.4351896,0.37479964
0.49575403,0.46336353
0.5450729,0.44612053
0.40743703,0.6743888
0.47456935,0.54385346
0.5450729,0.44612053
0.42010552,0.40449482
0.41968092,0.47828764
0.43969637,0.4950131
0.37556708,0.74445486
0.38713092,0.6597084
0.5450729,0.44612053
0.52393055,0.5234935
0.5422215,0.39386716
0.40743703,0.6743888
0.5450729,0.44612053
0.41968092,0.47828764
0.4212511,0.63058347
0.45745182,0.6489924
0.41968092,0.47828764
0.56729835,0.5891309
0.569051,0.75954336
0.49469683,0.49972123
0.47859538,0.45592928
0.46731743,0.6109999
0.42010552,0.40449482
0.49068633,0.50974554
0.43969637,0.4950131
0.41968092,0.47828764
0.55697656,0.6490588
0.5422215,0.39386716
0.5450729,0.44612053
0.4808713,0.5360047
0.489941,0.44913718
0.7165359,0.5418546
0.46109915,0.5355842
0.7770808,0.48177767
0.4558261,0.5115647
0.5696703,0.35020182
0.5450729,0.44612053
0.6997135,0.54835135
0.56499624,0.45521688
0.3563596,0.6066393
0.41968092,0.47828764
0.40743703,0.6743888
0.45745182,0.6489924
0.5450729,0.44612053
0.82683074,0.51060134
0.6161425,0.7413767
0.7118886,0.5655637
0.4212511,0.63058347
0.38828164,0.6322349
0.56020826,0.39557636
0.38713092,0.6597084
0.3542225,0.5793249
0.56499624,0.45521688
0.41968092,0.47828764
0.5810985,0.5589901
0.42924035,0.4139864
0.40743703,0.6743888
0.56499624,0.45521688
0.41968092,0.47828764
0.509767,0.51096404
0.7118886,0.5655637
0.5470419,0.47319883
0.71017694,0.45584032
0.4212511,0.63058347
0.36426952,0.5294378
0.38713092,0.6597084
0.5664869,0.66228133
0.3883241,0.60324603
0.47456935,0.54385346
0.42924035,0.4139864
0.47859538,0.45592928
0.398849,0.3855248
0.5450729,0.44612053
0.4801069,0.56789285
0.5258844,0.54847264
0.45745182,0.6489924
0.41968092,0.47828764
0.38367662,0.41791514
0.49469683,0.49972123
0.41968092,0.47828764
0.37556708,0.74445486
0.37454587,0.5083095
0.5450729,0.44612053
0.5470419,0.47319883
0.82001203,0.4997278
0.46109915,0.5355842
0.4968394,0.5524084
0.52947944,0.48795083
0.7240837,0.62029356
0.37024218,0.66816753
0.38595736,0.6647571
0.42010552,0.40449482
0.55445546,0.65259236
0.47859538,0.45592928
0.67102164,0.46090972
0.43969637,0.4950131
0.529328,0.574848
0.37343508,0.56079614
0.56921566,0.54769194
0.37268063,0.6327843
0.3658918,0.51825315
0.42010552,0.40449482
0.3542225,0.5793249
0.37454587,0.5083095
0.5450729,0.44612053
0.49068633,0.50974554
0.4212511,0.63058347
0.5422215,0.39386716
0.5810985,0.5589901
0.547607,0.61181825
0.7061364,0.5337337
0.5382336,0.7562638
0.41968092,0.47828764
0.6579811,0.5699329
0.36127418,0.50545067
0.7118886,0.5655637
0.5047858,0.50268507
0.4212511,0.63058347
0.44990098,0.62106675
0.614231,0.4492178
0.36426952,0.5294378
0.41968092,0.47828764
0.56020826,0.39557636
0.5096836,0.6451701
0.5696703,0.35020182
0.4006038,0.70887023
0.47859538,0.45592928
0.47456935,0.54385346
0.38713092,0.6597084
0.46576458,0.4069466
0.4968394,0.5524084
0.47859538,0.45592928
0.49575403,0.46336353
0.41789448,0.47056392
0.55930924,0.4438695
0.42924035,0.4139864
0.4227099,0.48918042
0.38713092,0.6597084
0.5450729,0.44612053
0.5810985,0.5589901
0.38241616,0.4437811
0.56020826,0.39557636
0.5258844,0.54847264
0.547607,0.61181825
0.41968092,0.47828764
0.47859538,0.45592928
0.5422215,0.39386716
0.57019687,0.6358021
0.42010552,0.40449482
0.5391632,0.50559705
0.4212511,0.63058347
0.37343508,0.56079614
0.40743703,0.6743888
0.39130372,0.44561148
0.59106547,0.36936823
0.43969637,0.4950131
0.45745182,0.6489924
0.5810985,0.5589901
0.35873193,0.4847309
0.4577496,0.50185394
0.71017694,0.45584032
0.41789448,0.47056392
0.4968394,0.5524084
0.43119407,0.6579928
0.52340066,0.5493717
0.5450729,0.44612053
0.38713092,0.6597084
0.38628975,0.48377508
0.56703675,0.4487912
0.42924035,0.4139864
0.37268063,0.6327843
0.4861861,0.48458725
0.46841928,0.47265795
0.4968394,0.5524084
0.7240837,0.62029356
0.5450729,0.44612053
0.47859538,0.45592928
0.55930924,0.4438695
0.38367662,0.41791514
0.56020826,0.39557636
0.52393055,0.5234935
0.42924035,0.4139864
0.40743703,0.6743888
0.5450729,0.44612053
0.49575403,0.46336353
0.5450729,0.44612053
0.4968394,0.5524084
0.41968092,0.47828764
0.41968092,0.47828764
0.5450729,0.44612053
0.38241616,0.4437811
0.5450729,0.44612053
0.5258844,0.54847264
0.45220956,0.49150994
0.5450729,0.44612053
0.82001203,0.4997278
0.5071327,0.45040324
0.398849,0.3855248
0.56703675,0.4487912
0.4968394,0.5524084
0.5258844,0.54847264
0.43969637,0.4950131
0.4738347,0.390168
0.5450729,0.44612053
0.37556708,0.74445486
0.5062854,0.56352997
0.49575403,0.46336353
0.41968092,0.47828764
0.7165359,0.5418546
0.706236,0.55135643
0.35498118,0.62151855
0.489941,0.44913718
0.7118886,0.5655637
0.45699015,0.5444319
0.57019687,0.6358021
0.35303923,0.6440333
0.71017694,0.45584032
0.52340066,0.5493717
0.5047858,0.50268507
0.48650733,0.6633253
0.4874859,0.51930004
0.35231283,0.64673966
0.36426952,0.5294378
0.56020826,0.39557636
0.4212511,0.63058347
0.5696703,0.35020182
0.71017694,0.45584032
0.4212511,0.63058347
0.42924035,0.4139864
0.40949807,0.56185555
0.40743703,0.6743888
0.38595736,0.6647571
0.5696703,0.35020182
0.38713092,0.6597084
0.4801069,0.56789285
0.49469683,0.49972123
0.55980164,0.45669526
0.5470419,0.47319883
0.56703675,0.4487912
0.7165359,0.5418546
0.5258844,0.54847264
0.49575403,0.46336353
0.38713092,0.6597084
0.49469683,0.49972123
0.47859538,0.45592928
0.38828164,0.6322349
0.5458241,0.62580556
0.6161425,0.7413767
0.35498118,0.62151855
0.53242755,0.5652706
0.37343508,0.56079614
0.46576458,0.4069466
0.45745182,0.6489924
0.46576458,0.4069466
0.55930924,0.4438695
0.49068633,0.50974554
0.48104805,0.4569613
0.4212511,0.63058347
0.5422215,0.39386716
0.57019687,0.6358021
0.5258844,0.54847264
0.7118886,0.5655637
0.4212511,0.63058347
0.41968092,0.47828764
0.41968092,0.47828764
0.38713092,0.6597084
0.5243865,0.7512068
0.4667439,0.44919747
0.4738347,0.390168
0.4212511,0.63058347
0.5422215,0.39386716
0.4577496,0.50185394
0.67102164,0.46090972
0.5450729,0.44612053
0.5450729,0.44612053
0.37160215,0.6254278
0.48104805,0.4569613
0.56423813,0.5645131
0.5450729,0.44612053
0.42924035,0.4139864
0.38713092,0.6597084
0.44805276,0.63789153
0.55697656,0.6490588
0.49469683,0.49972123
0.42924035,0.4139864
0.55697656,0.6490588
0.5450729,0.44612053
0.49575403,0.46336353
0.37454587,0.5083095
0.4968394,0.5524084
0.47456935,0.54385346
0.6997135,0.54835135
0.37556708,0.74445486
0.56703675,0.4487912
0.42010552,0.40449482
0.5450729,0.44612053
0.55697656,0.6490588
0.3859472,0.51062137
0.4805451,0.51135385
0.40743703,0.6743888
0.59106547,0.36936823
0.56499624,0.45521688
0.4738347,0.390168
0.5422215,0.39386716
0.42924035,0.4139864
0.47859538,0.45592928
0.41789448,0.47056392
0.38713092,0.6597084
0.39130372,0.44561148
0.3542225,0.5793249
0.37040094,0.639472
0.43969637,0.4950131
0.5258844,0.54847264
0.5567003,0.5032819
0.41968092,0.47828764
0.45745182,0.6489924
0.56499624,0.45521688
0.5810985,0.5589901
0.41968092,0.47828764
0.41968092,0.47828764
0.5450729,0.44612053
0.41968092,0.47828764
0.55697656,0.6490588
0.40743703,0.6743888
