cluster_id
2
12
4
14
7
2
12
6
14
7
3
4
11
10
4
11
5
13
11
7
5
0
6
1
15
9
2
3
4
12
6
14
1
7
15
3
10
9
2
11
5
13
4
7
2
4
12
6
3
14
11
7
5
13
7
10
4
11
5
13
7
0
1
15
9
8
3
4
15
10
11
1
2
12
15
11
5
13
7
4
11
6
14
7
14
1
5
7
15
13
3
10
11
4
5
13
7
4
9
2
2
12
6
12
4
6
14
7
11
5
14
13
7
7
2
12
4
11
5
13
3
2
7
4
4
11
11
5
8
15
1
9
2
3
4
4
10
15
11
4
5
13
12
7
6
14
1
15
7
3
10
4
11
9
5
13
7
1
15
3
10
11
0
9
4
2
4
8
1
7
15
3
0
1
15
10
8
3
15
6
5
3
4
10
14
9
4
1
3
9
7
3
15
0
2
4
3
1
11
9
4
11
4
5
5
13
13
15
7
2
3
4
10
7
11
4
12
1
9
15
0
5
6
1
13
15
3
8
0
1
1
14
9
15
15
3
15
9
3
7
3
4
2
4
10
11
8
12
15
10
3
4
11
2
4
3
5
11
11
4
6
13
10
5
12
2
7
2
11
4
4
13
12
10
7
11
5
4
11
11
5
6
13
14
5
13
4
5
5
13
14
7
7
11
7
11
5
7
13
6
7
7
13
5
4
7
14
13
5
7
7
13
3
7
4
10
11
5
4
11
5
13
7
5
13
7
1
9
0
12
2
4
12
7
2
13
4
7
5
13
7
0
8
15
3
10
11
4
5
13
7
0
11
5
13
7
1
15
9
2
3
10
4
4
4
11
11
5
12
7
6
5
13
7
14
11
7
5
13
7
9
2
12
6
14
15
3
10
11
4
5
0
13
1
15
3
9
4
11
5
13
7
5
3
13
0
1
2
10
7
8
9
15
15
3
3
2
10
7
11
4
12
10
5
11
4
11
6
5
13
12
13
11
4
4
7
14
0
11
5
1
7
5
13
15
11
1
3
15
5
9
13
13
2
0
3
10
2
12
6
4
1
7
4
4
11
11
9
9
4
6
15
7
5
13
14
11
14
11
5
7
13
7
7
7
6
7
14
7
5
13
7
2
4
12
11
6
5
13
7
11
5
14
13
7
0
8
1
9
15
2
3
1
4
15
15
3
4
10
10
11
3
12
2
4
9
4
6
12
11
5
4
10
11
3
11
0
5
13
4
11
5
10
4
8
1
14
15
11
13
11
13
5
1
3
13
15
5
15
3
10
13
3
11
4
10
9
7
7
0
7
7
4
1
4
7
11
4
10
5
11
11
5
7
13
13
9
5
5
7
11
4
5
2
11
6
11
2
13
14
5
4
5
9
13
12
5
11
13
11
4
7
13
13
7
6
5
5
0
7
7
7
7
13
1
8
9
2
7
13
7
14
12
3
15
7
7
3
15
10
4
3
6
4
11
11
14
7
5
4
5
7
5
13
7
0
1
15
8
15
0
8
1
15
3
10
4
1
9
11
2
4
15
15
3
11
3
10
11
5
10
4
4
9
5
11
12
5
0
13
13
1
11
5
13
9
7
2
4
15
3
11
10
5
4
13
9
4
10
11
4
6
12
7
7
11
11
6
11
11
14
11
6
14
5
13
5
7
7
13
7
5
13
7
0
8
15
1
15
9
3
3
2
10
4
11
4
5
13
7
11
12
5
13
7
6
11
5
10
11
4
14
11
7
5
13
5
13
7
0
7
8
0
1
1
15
1
15
9
3
15
3
9
10
3
2
10
4
1
9
4
4
15
10
2
9
2
3
11
4
4
4
10
11
11
11
11
11
5
13
7
5
4
13
4
7
11
5
13
5
11
5
13
5
13
7
13
7
5
13
7
3
4
10
4
11
5
11
5
13
7
1
9
15
3
10
2
11
5
12
4
13
7
12
0
1
9
2
4
12
6
2
4
15
0
8
1
1
15
15
15
3
3
10
2
4
4
3
10
11
11
10
4
5
4
3
1
4
13
15
9
9
11
5
2
11
7
4
10
11
11
13
5
4
11
4
12
13
5
4
7
5
13
7
6
5
13
13
4
11
5
14
7
7
7
13
5
7
7
9
2
12
4
1
9
2
12
4
15
6
3
6
11
14
10
4
7
4
14
11
5
7
13
5
13
7
11
0
7
4
1
8
15
1
3
4
11
15
3
11
15
6
4
5
13
0
5
3
10
8
11
4
7
3
13
5
11
10
9
9
11
4
15
1
10
0
10
8
1
13
