,0,1,2,3,4
0,1e-04,0.08882277,0.07858606,0.5754679,0.08861785
1,0.5555493,1e-04,0.09993673,0.07794983,0.63433415
2,0.057331815,0.07225614,1e-04,0.09994797,0.07502707
3,0.8609465,0.62149113,0.45246917,1e-04,0.08161409
4,0.85817415,0.6787734,1.0201213,0.8234424,1e-04
