cluster_id
2
6
5
7
2
5
2
4
6
7
4
5
1
4
0
3
3
4
1
2
1
3
0
1
0
2
3
6
0
1
2
3
4
0
1
2
3
4
0
1
2
3
4
0
1
2
3
4
0
1
