cluster_id
2
12
4
14
7
2
12
6
14
7
3
4
11
10
4
11
5
13
11
7
5
0
6
1
15
9
2
3
4
12
6
14
1
7
15
3
10
9
2
11
5
13
4
7
2
4
12
6
3
14
