,0,1,2,3,4
0,1e-08,1.0581654,0.7873469,0.29393747,0.19008051
1,0.27595234,1e-08,0.27256793,0.42241523,0.67919755
2,0.03799126,0.36023208,1e-08,0.6219468,0.51400006
3,0.23341936,0.089374304,0.27960238,1e-08,1.551106
4,0.150383,0.18581423,0.15338877,0.23266795,1e-08
