,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1e-04,0.14243627,0.19058584,0.0806541,0.056408796,0.15573823,0.008873755,0.016661834,0.034998633,0.0055041946,0.10944689,0.111300975,0.04960531,0.12477282,0.025982752,0.12133297
1,0.007723982,1e-04,0.012033847,0.035070684,0.1199012,0.011996317,0.020730453,0.018471936,0.041597188,0.020865804,0.027243743,0.09054975,0.0118189715,0.06884933,0.033815447,0.02671375
2,0.031869568,0.023131879,1e-04,0.1788962,0.019628115,0.064803585,0.009779837,4.598934,0.024797648,0.05682901,0.03690735,0.013504771,0.015875896,0.31908607,0.017452275,0.019267902
3,0.019171994,2.9766777,0.014844258,1e-04,0.03724131,0.0046809507,0.030426424,0.023710893,0.13500623,0.01358536,0.016187208,0.029439736,0.011408344,0.08996808,0.0063299392,0.35297772
4,0.0053147087,0.027210314,0.04934407,0.046984874,1e-04,0.055789918,0.04291102,2.5244665,4.638465,0.029468771,0.04111473,0.028679838,0.013295958,0.03841062,0.1950352,0.24788752
5,0.13092627,0.66887325,0.013399859,0.07544572,0.18272667,1e-04,0.04889943,0.07034997,0.6422752,0.1321732,1.0011017,0.09203053,0.074112974,0.0324397,0.037681002,3.5208488
6,0.004742694,0.09509428,0.029758053,0.0709212,0.07668839,0.01533342,1e-04,0.0065351618,0.030042902,0.0108213285,0.010083319,0.02100135,0.032570664,0.22460024,0.014367389,0.14616153
7,0.014470166,0.04058484,0.03582264,0.061464302,0.033196896,0.0739748,0.4479656,1e-04,0.045342837,0.0073545785,0.0070123044,0.12084661,0.01821639,0.072555505,0.030498248,0.011707379
8,0.06909308,0.02651001,0.046037324,0.37152436,0.07602012,0.0154703455,0.047941364,0.04290366,1e-04,0.59226865,0.07023982,0.018492889,2.654371,0.067756735,0.045982625,0.017872334
9,0.011364489,1.8841337,0.025507318,0.04211283,0.042136803,0.031866428,0.053756557,0.0879929,0.028899958,1e-04,1.0581518,0.031422537,0.005218957,0.12395488,0.006147294,0.17816217
10,0.03964946,1.6191543,0.040491767,0.063681826,0.01390513,0.07097136,0.012835119,0.054231983,0.0865813,0.5426603,1e-04,0.015956093,0.0084169265,0.0944265,0.11484004,0.058805566
11,0.005406333,4.1480002,0.049209833,0.122710824,0.07270235,0.014697693,0.026196023,0.1413684,0.25511056,0.21548402,0.025183255,1e-04,0.032966644,0.06652067,0.0385526,0.34329328
12,0.010865833,0.013453812,0.0067773825,3.02097,3.7231495,0.010095031,0.027434444,0.006617069,0.7052337,0.35027632,4.3414307,0.029015474,1e-04,0.53069055,0.0057148957,0.3249451
13,0.030037675,0.0586585,0.020179378,0.027691701,0.11589418,0.028172294,0.019240525,0.049353283,2.2594302,0.60177475,0.013040377,0.034127925,1.2611244,1e-04,2.7750335,0.13887352
14,0.72103333,0.013230658,0.0032887165,0.14254068,0.021161892,0.029029671,0.11841107,0.055667814,0.7053459,0.445416,0.45312575,0.119239554,0.6422501,0.07346802,1e-04,0.066326074
15,0.03286516,0.017493997,0.013069708,0.014786299,0.01590459,0.07265262,0.15119606,0.06191579,0.026547248,0.12104191,0.09577678,0.051510517,0.0041400013,0.06325776,0.004857745,1e-04
