,0,1,2,3,4
0,0.0,0.5862589,0.2586943,0.0552014,0.14064348
1,0.12172545,0.0,0.08389882,0.11317551,0.36850744
2,0.07708333,0.23185427,0.0,0.09381491,0.19575068
3,0.18033408,0.10443564,0.15761991,0.0,0.8032411
4,0.18822737,0.08309077,0.10798545,0.059421025,0.0
