,0,1,2,3,4,5,6,7
0,1e-04,0.045259543,0.09103747,0.093428925,0.7629532,0.93811065,0.80349034,0.35139105
1,0.68382955,1e-04,0.06038994,0.07332215,0.044001803,0.66785437,0.7875748,0.75438255
2,0.737871,0.5400051,1e-04,0.9371307,0.04687587,0.04764427,0.06253681,0.71477515
3,0.8945657,0.7367128,0.8508322,1e-04,0.10510866,0.700996,0.11811216,0.51136667
4,0.7833829,0.8412647,0.9313476,0.62605584,1e-04,0.057761528,1.1908083,0.82024556
5,0.78848135,0.9854746,0.5703803,0.552498,0.8013848,1e-04,1.1133703,0.056005724
6,0.63200134,1.0369805,0.8520524,0.6453207,0.86599964,0.7777141,1e-04,0.07277831
7,0.770848,0.6353015,0.72778046,0.84173787,0.6798928,0.7822733,0.34049523,1e-04
