threshold,SHD_mean,SHD_sd,FDR_mean,FDR_sd,TPR_mean,TPR_sd
0.05,223.0,0.0,0.9291666666666668,1.2412670766236366e-16,1.0,0.0
0.1,223.0,0.0,0.9291666666666668,1.2412670766236366e-16,1.0,0.0
0.15,223.0,0.0,0.9291666666666668,1.2412670766236366e-16,1.0,0.0
0.2,223.0,0.0,0.9291666666666668,1.2412670766236366e-16,1.0,0.0
0.25,223.0,0.0,0.9291666666666668,1.2412670766236366e-16,1.0,0.0
0.3,223.0,0.0,0.9291666666666668,1.2412670766236366e-16,1.0,0.0
0.35,223.0,0.0,0.9291666666666668,1.2412670766236366e-16,1.0,0.0
0.4,222.4,0.8944271909999159,0.9297147365435077,0.0013971061199464908,0.9882352941176471,0.026306682088232825
0.45,218.4,4.39317652729776,0.9329517509251813,0.002978959774891914,0.9176470588235294,0.05261336417646565
0.5,121.8,12.235195135346228,0.9364348126426062,0.013275326929180004,0.45882352941176474,0.15226093065346805
0.55,20.8,1.3038404810405297,0.8361904761904763,0.1201661736806667,0.058823529411764705,0.04159451654038515
0.6,17.0,0.7071067811865476,0.3,0.4472135954999579,0.023529411764705882,0.03221897397089213
0.65,17.0,0.0,0.0,0.0,0.0,0.0
0.7,17.0,0.0,0.0,0.0,0.0,0.0
0.75,17.0,0.0,0.0,0.0,0.0,0.0
0.8,17.0,0.0,0.0,0.0,0.0,0.0
0.85,17.0,0.0,0.0,0.0,0.0,0.0
0.9,17.0,0.0,0.0,0.0,0.0,0.0
0.95,17.0,0.0,0.0,0.0,0.0,0.0
