,0,1,2,3,4,5,6,7
0,1e-08,0.4956281,0.2570375,0.2621785,0.25102133,0.25821224,0.2564966,0.25623563
1,0.25254238,1e-08,0.3632169,0.34096214,0.26885417,0.2389167,0.2572703,0.24392496
2,0.24335107,0.2538794,1e-08,0.2810071,0.4864301,0.26031548,0.53370833,0.2541924
3,0.25542617,0.24962375,0.28034234,1e-08,0.33965302,0.25337622,0.25063604,0.25379208
4,0.24784918,0.24568443,0.26603827,0.26071763,1e-08,0.37602922,0.31602845,0.25812548
5,0.24017657,0.2532328,0.2516277,0.24938993,0.2559257,1e-08,0.28614423,0.40998635
6,0.2476809,0.25129348,0.24753927,0.28418112,0.38174546,0.27039683,1e-08,0.27375
7,0.26890272,0.2502635,0.24243702,0.24378368,0.25396532,0.26574218,0.26312646,1e-08
