,0,1,2,3,4
0,0.0,0.4535699,0.45936587,0.46803892,0.19609746
1,0.19146347,0.0,0.4472515,0.19484006,0.4846371
2,0.2006441,0.1986121,0.0,0.3930693,0.42315513
3,0.20092583,0.19621333,0.19123098,0.0,0.47575808
4,0.19537961,0.19814683,0.19691765,0.19233412,0.0
