,0,1,2,3,4
0,1e-08,0.6135434,0.61976904,0.6151193,0.24130762
1,0.2435199,1e-08,0.5863472,0.2366,0.6658444
2,0.24248779,0.24596949,1e-08,0.52389,0.54313445
3,0.24221611,0.24682696,0.23959705,1e-08,0.6565579
4,0.23572744,0.2395744,0.24491537,0.23815055,1e-08
