,0,1,2,3,4
0,1e-08,0.45753208,0.61504936,1.6646827,0.16454361
1,0.14207819,1e-08,0.66921693,0.16479227,0.6108692
2,0.21612772,0.40841505,1e-08,1.1929334,1.2885385
3,0.1389152,0.32395855,0.15145388,1e-08,0.35009643
4,0.060429785,0.2575574,0.07187488,0.048080962,1e-08
