,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0,0.4143813,0.09872206,0.106268905,0.13773787,0.18889548,0.09709468,0.10561854,0.5842125,0.10173749,0.13960943,0.1317236,0.11286122,0.16649753,0.099339545,0.11182642
1,0.09212792,0.0,0.10744511,0.17000677,0.118519336,0.09831815,0.084816076,0.10341209,0.09707645,0.521409,0.115955904,0.123395994,0.091243014,0.09498832,0.10805404,0.7016911
2,0.0927951,0.10705245,0.0,0.2499391,0.6751574,0.10145572,0.105512895,0.14150155,0.0963106,0.10847983,0.15517266,0.118951075,0.49567685,0.09156114,0.095780045,0.108385995
3,0.10198381,0.0862187,0.111098,0.0,0.41338444,0.092014335,0.11528553,0.103628136,0.102519356,0.11444895,0.5621862,0.15119752,0.098993234,0.09181827,0.09068538,0.1511351
4,0.09219181,0.10356131,0.09429298,0.10903743,0.0,0.12787814,0.11673195,0.122808665,0.10148589,0.1224181,0.13654414,0.25683552,0.10739578,0.09774739,0.12431815,0.1305979
5,0.10651759,0.10142384,0.09180079,0.10188605,0.15237501,0.0,0.09807391,0.1443577,0.10435189,0.09904409,0.0998082,0.11127607,0.10547832,0.71953535,0.1268938,0.104424976
6,0.09449302,0.09228504,0.09090046,0.09760059,0.12216468,0.111805364,0.0,0.10226526,0.09416442,0.094557874,0.09324061,0.115616806,0.11026931,0.10895592,0.32029253,0.09972694
7,0.099337846,0.12215957,0.109317005,0.10204374,0.11771423,0.11353523,0.09843261,0.0,0.09885306,0.09328519,0.092783324,0.10658938,0.09590657,0.11377385,0.119454265,0.09478163
8,0.2072122,0.5588174,0.115655676,0.277772,0.105262145,0.08779782,0.09031872,0.11568107,0.0,0.14265136,0.12719065,0.10517156,0.189401,0.102526285,0.11571726,0.6576023
9,0.09842863,0.09362682,0.514986,0.18502644,0.15133746,0.093814485,0.09989036,0.13195215,0.10492197,0.0,0.11124842,0.12997372,0.09010713,0.10081793,0.10372295,0.16675848
10,0.095934026,0.10213505,0.14616458,0.10733362,0.5743057,0.11912905,0.09891356,0.12217231,0.10899037,0.1211624,0.0,0.48628783,0.098950736,0.09303396,0.105340585,0.09941645
11,0.09100245,0.099821866,0.102815114,0.09667506,0.20971411,0.4439118,0.119824655,0.104702584,0.09337685,0.11020816,0.11104315,0.0,0.11134522,0.10205245,0.12968722,0.08682414
12,0.09114421,0.10081779,0.08602824,0.12295588,0.1282672,0.10262874,0.3215531,0.09865582,0.08857989,0.08590907,0.14142105,0.12918414,0.0,0.10398359,0.09273823,0.12350058
13,0.108985856,0.10770605,0.09788871,0.09682418,0.124327146,0.12365088,0.09197178,0.1781514,0.09359718,0.09420858,0.10138406,0.10066305,0.10231278,0.0,0.11629893,0.10466534
14,0.08799836,0.10284672,0.086453974,0.099228606,0.09870497,0.117934376,0.107281625,0.22888361,0.08974671,0.11278445,0.13160406,0.3500938,0.11509283,0.108039245,0.0,0.14192104
15,0.10487716,0.10242884,0.112663515,0.68171084,0.10824503,0.094588354,0.10515047,0.10996534,0.10946605,0.1976021,0.12612118,0.105889514,0.0876723,0.096239135,0.08644771,0.0
