cluster_id
2
0
8
4
1
15
3
10
4
11
8
1
9
15
2
4
12
6
3
10
4
2
11
4
12
1
6
5
15
14
0
7
8
3
1
15
9
10
4
11
5
13
0
8
1
7
15
3
2
12
4
11
5
13
7
5
13
7
0
0
8
1
15
9
3
10
2
4
12
11
5
0
8
1
2
3
10
4
2
4
12
11
5
14
1
7
15
3
10
4
11
11
5
5
13
7
13
7
6
14
7
5
13
7
3
0
8
1
9
2
12
6
4
15
11
5
3
10
4
11
1
2
5
9
4
14
11
13
5
1
2
13
12
7
9
6
4
11
2
4
7
13
12
7
6
14
0
8
1
7
15
3
1
15
3
10
1
4
11
5
15
9
2
4
3
10
4
14
11
5
0
13
7
5
7
7
8
0
1
8
3
9
1
13
10
12
15
3
10
0
4
8
4
7
7
0
7
3
10
2
4
12
4
6
11
5
13
7
14
7
0
8
8
1
1
15
0
15
8
9
1
3
2
12
4
15
9
2
4
12
6
11
5
13
7
3
3
10
0
8
1
9
7
15
2
12
4
11
6
5
13
7
3
10
0
8
1
9
15
5
2
13
12
6
5
4
3
14
7
10
7
5
11
0
4
13
5
7
14
8
7
1
1
13
9
13
15
15
7
6
3
2
9
4
12
3
6
5
2
13
14
7
4
12
7
14
7
11
5
13
7
12
7
2
4
12
6
14
11
7
5
13
7
5
13
7
0
8
1
15
3
12
15
6
14
7
0
0
8
1
15
7
11
5
13
7
4
0
8
1
7
8
15
3
0
8
1
15
0
8
1
15
9
2
4
11
4
11
5
13
5
13
7
7
4
13
5
7
13
7
3
10
4
0
1
9
15
2
12
4
4
11
2
5
12
6
6
14
7
7
2
4
3
10
4
11
5
13
7
8
1
9
2
1
12
9
2
6
4
15
11
12
6
3
14
5
13
14
7
7
7
5
13
7
0
8
1
9
15
2
4
12
3
2
4
12
6
0
8
1
9
2
15
5
4
12
3
9
11
9
6
13
9
10
5
4
2
4
12
13
6
14
7
11
2
4
5
12
14
7
7
6
15
3
10
4
11
5
13
7
0
2
4
11
5
13
7
6
14
7
