,0,1,2,3,4
0,1e-04,0.10556578,0.117488414,0.07644423,0.6633473
1,1.0064765,1e-04,0.08376082,0.9782159,0.088305876
2,0.053370934,0.030240247,1e-04,0.07105341,0.107688025
3,0.52257836,1.2487087,1.0987688,1e-04,0.099088795
4,1.3157703,0.45082873,0.35938522,0.55424726,1e-04
